,blueWins,blueChamps,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,blueBaron,blueFirstBaron,redChamps,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,redBaron,redFirstBaron,blueAirDragon,blueEarthDragon,blueWaterDragon,blueFireDragon,blueElderDragon,redAirDragon,redEarthDragon,redWaterDragon,redFireDragon,redElderDragon
0,1,"[22, 76, 133, 111, 4]",21443,5043,37,7.4,256,56,0,13,10,17,42,4,0,0,0,0,0,0,0,0,0,0,1,0,0,"[236, 84, 64, 89, 235]",18716,1281,36,7.2,248,44,1,10,13,10,21,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,"[54, 432, 104, 61, 51]",19780,2250,35,7.0,253,52,0,9,13,14,46,5,0,0,0,0,0,0,0,0,0,0,1,0,0,"[119, 3, 412, 5, 24]",21369,3254,37,7.4,262,63,1,13,9,18,50,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,"[517, 40, 876, 24, 81]",18423,2903,37,7.4,261,76,1,6,6,1,16,2,0,0,0,0,0,0,0,0,0,0,1,0,0,"[22, 120, 555, 38, 8]",18098,2513,37,7.4,253,59,0,6,6,6,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,"[201, 76, 84, 22, 875]",18390,2745,41,8.2,280,82,1,4,1,4,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"[55, 64, 44, 164, 429]",17107,4372,37,7.4,257,68,0,1,4,1,23,4,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
4,1,"[58, 5, 517, 29, 497]",19006,1631,38,7.6,273,52,1,8,7,9,17,12,0,0,0,0,0,0,0,0,1,1,1,0,0,"[64, 69, 875, 202, 133]",19914,3364,37,7.4,297,56,0,7,8,13,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,"[157, 84, 37, 360, 104]",17691,1911,40,8.0,220,56,0,8,9,2,17,3,0,0,0,0,0,0,0,0,0,0,1,0,0,"[81, 53, 74, 15, 56]",20077,4102,38,7.6,247,67,1,9,8,9,15,2,1,0,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6,1,"[517, 54, 555, 4, 111]",38778,5973,60,12.0,127,0,1,28,24,69,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,"[113, 22, 122, 236, 53]",36608,2818,58,11.6,126,0,0,24,28,65,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,"[29, 497, 876, 114, 39]",20385,1885,38,7.6,299,76,0,6,5,6,17,13,1,0,2,1,1,0,0,0,1,1,1,0,0,"[40, 84, 119, 164, 28]",18233,2108,36,7.2,247,60,1,5,6,5,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,"[117, 164, 104, 7, 22]",21446,2076,40,8.0,253,57,1,13,5,13,23,4,0,0,0,0,0,0,0,0,0,0,1,0,0,"[421, 69, 84, 236, 267]",17058,2643,36,7.2,257,46,0,5,13,1,18,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9,0,"[104, 360, 3, 126, 235]",16891,3026,35,7.0,234,77,0,3,15,2,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"[875, 119, 44, 20, 107]",24424,5524,39,7.8,258,45,1,15,3,21,18,2,1,0,1,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
